# Table created by editing the following input table: output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv
# Used command:  dependencies/edit_table_basic.py -v -i output/ASV_taxonomic_assignments/ASV_tax_assignments.tsv --column_names_are_in first_data_line --row_names_are_in_column ASV -o output/ASV_taxonomic_assignments/prokaryotic_ASVs.tsv --processing_order f --omit_rows_by_data 'taxonomy:*\;Chloroplast*,*\;Mitochondria*,Unassigned' --include_comments_in_output --save_output_row_names_under_column ASV --save_output_column_names_in last_comment_line
# Generated on: 2025.12.23 10:10:00
#
# ASV	taxonomy
ASV.15275	Bacteria;Thermodesulfobacteriota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;uncultured bacterium
ASV.15276	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;uncultured bacterium
ASV.15277	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Incertae Sedis
ASV.15278	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Rectinema;uncultured bacterium
ASV.15279	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;uncultured bacterium
ASV.1528	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Tepidimonas
ASV.15280	Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Incertae Sedis
ASV.15281	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.15282	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandaracinobacter;uncultured bacterium
ASV.15283	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;Incertae Sedis;uncultured bacterium
ASV.15284	Bacteria;Pseudomonadota;Gammaproteobacteria;CCM19a;Incertae Sedis;Incertae Sedis
ASV.15285	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium
ASV.15286	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chloroherpetonaceae;GBChlB;uncultured Chlorobi bacterium
ASV.15287	Bacteria;Pseudomonadota;Gammaproteobacteria;PLTA13;Incertae Sedis;Incertae Sedis
ASV.15288	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.15289	Bacteria;Cyanobacteriota;Cyanobacteriia;Eurycoccales;Leptococcaceae;Leptococcus JA-3-3Ab;Synechococcus sp. JA-2-3B'a(2-13)
ASV.1529	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.15290	Bacteria
ASV.15291	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Incertae Sedis
ASV.15292	Bacteria;Chloroflexota;Anaerolineae;Aggregatilineales;A4b;Incertae Sedis;uncultured bacterium
ASV.15293	Bacteria;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium;Chloracidobacterium thermophilum B
ASV.15294	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Fuscovulum
ASV.15295	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae
ASV.15296	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.15297	Bacteria;Bacteroidota;Bacteroidia
ASV.15298	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis
ASV.15299	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;Incertae Sedis;uncultured bacterium
ASV.153	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.1530	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Gallionella;uncultured bacterium
ASV.15300	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15301	Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;uncultured bacterium
ASV.15302	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales
ASV.15303	Bacteria;Pseudomonadota;Gammaproteobacteria;JG36-TzT-191;Incertae Sedis;Incertae Sedis;uncultured proteobacterium
ASV.15304	Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter
ASV.15305	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV.15307	Bacteria;Actinomycetota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade
ASV.15309	Bacteria;Verrucomicrobiota;Verrucomicrobiia
ASV.1531	Archaea;Thermoplasmatota;Thermoplasmata;Incertae Sedis;Incertae Sedis;Marine Benthic Group D and DHVEG-1
ASV.15312	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;uncultured bacterium
ASV.15313	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;uncultured bacterium
ASV.15314	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;uncultured bacterium
ASV.15316	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;env.OPS 17;Incertae Sedis;metagenome
ASV.15319	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Emticicia;uncultured bacterium
ASV.1532	Bacteria;Cyanobacteriota;Cyanobacteriia
ASV.15320	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium
ASV.15322	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;uncultured bacterium
ASV.15323	Bacteria;Planctomycetota;vadinHA49;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15324	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15325	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15326	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae
ASV.15327	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15328	Bacteria;Acidobacteriota;Subgroup 5;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15329	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.1533	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Incertae Sedis;uncultured organism
ASV.15330	Bacteria;FCPU426;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15331	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.15332	Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus Omnitrophus
ASV.15333	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Neisseriaceae;Incertae Sedis
ASV.15334	Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella
ASV.15335	Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Incertae Sedis;metagenome
ASV.15338	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;uncultured bacterium
ASV.15339	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium
ASV.1534	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Incertae Sedis;saltmarsh clone LCP-72
ASV.15340	Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI 0001001-H03
ASV.15341	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15342	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.15343	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium
ASV.15344	Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Incertae Sedis;Incertae Sedis
ASV.15345	Bacteria;Bacillota;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus
ASV.15346	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhizobacter
ASV.15347	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;metagenome
ASV.15348	Bacteria;Acidobacteriota;Subgroup 11;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15349	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis;uncultured Rhodocyclaceae bacterium
ASV.1535	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.15350	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;uncultured bacterium
ASV.15351	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15353	Bacteria;Thermodesulfobacteriota;Syntrophia;Syntrophales;Smithellaceae;Smithella
ASV.15354	Bacteria;Elusimicrobiota;Lineage IIa;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15355	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.15356	Bacteria;Actinomycetota;Acidimicrobiia;Microtrichales;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15357	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales
ASV.15358	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;Incertae Sedis
ASV.15359	Bacteria;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;uncultured bacterium
ASV.1536	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;ML635J-40 aquatic group;Incertae Sedis
ASV.15360	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15361	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;Incertae Sedis
ASV.15362	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;SC-I-84;Incertae Sedis
ASV.15363	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;uncultured bacterium
ASV.15364	Bacteria;Acidobacteriota;AT-s3-28;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15365	Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Arenimonas;uncultured bacterium
ASV.15366	Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter
ASV.15367	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae
ASV.15368	Bacteria;Candidatus Kryptonia;Kryptonia;Kryptoniales;BSV26;Incertae Sedis
ASV.15369	Bacteria;Acidobacteriota;Subgroup 18;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.1537	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomataceae;Spirosoma
ASV.15370	Bacteria;Nitrospirota;Thermodesulfovibrionia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15371	Bacteria;Candidatus Kryptonia;Kryptonia;Kryptoniales;BSV26;Incertae Sedis;uncultured bacterium
ASV.15372	Bacteria;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;uncultured bacterium
ASV.15373	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV.15374	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Incertae Sedis
ASV.15375	Bacteria;Zixibacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15376	Bacteria;Chloroflexota;Dehalococcoidia;661239;Incertae Sedis;Incertae Sedis
ASV.15377	Bacteria;Sva0485;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15378	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured bacterium
ASV.15379	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.1538	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.15380	Bacteria;Sva0485;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15381	Bacteria;Sva0485;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15382	Bacteria;Chloroflexota;Dehalococcoidia;GIF9;AB-539-J10;SCGC-AB-539-J10
ASV.15383	Bacteria;TA06;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15384	Bacteria;Chloroflexota;Dehalococcoidia;GIF9;AB-539-J10;SCGC-AB-539-J10
ASV.15385	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15386	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15387	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;Incertae Sedis;Incertae Sedis
ASV.15388	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15389	Bacteria;Chloroflexota;Dehalococcoidia
ASV.1539	Bacteria;Cyanobacteriota;Cyanobacteriia;Pseudanabaenales;Pseudanabaenaceae;Incertae Sedis;uncultured bacterium
ASV.15390	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas
ASV.15391	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;uncultured bacterium
ASV.15392	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;Incertae Sedis
ASV.15393	Bacteria;Chloroflexota;Dehalococcoidia;RBG-13-46-9;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15394	Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
ASV.15395	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15396	Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Incertae Sedis;uncultured bacterium
ASV.15397	Bacteria;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Incertae Sedis
ASV.15398	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae;ADurb.Bin063-1;bacterium Ellin5102
ASV.15399	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.154	Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;Incertae Sedis;Incertae Sedis
ASV.1540	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium
ASV.15400	Bacteria;Acidobacteriota;Subgroup 18;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15401	Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae
ASV.15402	Bacteria;Sva0485;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15403	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Incertae Sedis;Incertae Sedis;uncultured Chlorobi bacterium
ASV.15404	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Incertae Sedis;uncultured bacterium
ASV.15405	Bacteria;Chloroflexota;Dehalococcoidia
ASV.15406	Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Incertae Sedis;uncultured Acidobacteria bacterium
ASV.15407	Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15408	Bacteria;Thermodesulfobacteriota;Desulfuromonadia;Geobacterales;Geobacteraceae
ASV.15409	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Koribacteraceae;Candidatus Koribacter;uncultured bacterium
ASV.1541	Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexaceae;Candidatus Chlorothrix;uncultured Chloroflexi bacterium
ASV.15410	Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata
ASV.15411	Bacteria;Planctomycetota;OM190;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15412	Bacteria;Chloroflexota;Dehalococcoidia;RBG-13-46-9;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15413	Bacteria
ASV.15414	Bacteria
ASV.15415	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15416	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;Incertae Sedis;uncultured bacterium
ASV.15417	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1
ASV.15418	Bacteria;Chloroflexota;KD4-96;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15419	Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Incertae Sedis;Incertae Sedis;uncultured Planctomyces sp.
ASV.1542	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chloroherpetonaceae;GBChlB
ASV.15420	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales
ASV.15421	Bacteria;Verrucomicrobiota;Verrucomicrobiia;Pedosphaerales;Pedosphaeraceae
ASV.15422	Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceibacterium
ASV.15423	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067
ASV.15424	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15425	Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae
ASV.15426	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Puia
ASV.15427	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Incertae Sedis;Incertae Sedis
ASV.15428	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;uncultured Acidobacteria bacterium
ASV.15429	Bacteria;Bacillota;Clostridia;Oscillospirales;Ethanoligenenaceae
ASV.1543	Bacteria;Cyanobacteriota;Cyanobacteriia;Eurycoccales;Leptococcaceae;Leptococcus JA-3-3Ab;Synechococcus sp. JA-3-3Ab
ASV.15430	Bacteria;Thermodesulfobacteriota;Incertae Sedis;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15431	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;TRA3-20;Incertae Sedis
ASV.15432	Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae
ASV.15433	Bacteria;Bacillota;Desulfitobacteriia;Desulfitobacteriales;Desulfitobacteriaceae;Desulfosporosinus
ASV.15434	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32
ASV.15435	Bacteria;Pseudomonadota;Gammaproteobacteria;Rickettsiellales;Rickettsiellaceae;Aquicella;uncultured bacterium
ASV.15436	Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Incertae Sedis;uncultured bacterium
ASV.15437	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;uncultured bacterium
ASV.15438	Bacteria;Actinomycetota;Actinobacteria;Mycobacteriales;Mycobacteriaceae;Mycobacterium
ASV.15439	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);Incertae Sedis
ASV.1544	Archaea;Thermoproteota;Bathyarchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured archaeon
ASV.15440	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae
ASV.15441	Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylovirgula
ASV.15442	Bacteria;Cyanobacteriota;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902
ASV.15443	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade;uncultured marine bacterium
ASV.15444	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis;marine metagenome
ASV.15445	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis
ASV.15446	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium
ASV.15448	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured marine bacterium
ASV.15449	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Cryomorpha
ASV.1545	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae
ASV.15450	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured marine bacterium
ASV.15451	Bacteria;Cyanobacteriota;Cyanobacteriia;Synechococcales;Cyanobiaceae;Synechococcus CC9902
ASV.15452	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis
ASV.15453	Bacteria;Pseudomonadota;Alphaproteobacteria;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15454	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Incertae Sedis;uncultured marine bacterium
ASV.15455	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured marine bacterium
ASV.15456	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Incertae Sedis;uncultured bacterium
ASV.15457	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Incertae Sedis;Incertae Sedis
ASV.15458	Bacteria;Pseudomonadota;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;uncultured marine bacterium
ASV.15459	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter
ASV.1546	Bacteria;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales
ASV.15460	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group;uncultured bacterium
ASV.15461	Bacteria;Pseudomonadota;Alphaproteobacteria;Puniceispirillales;SAR116 clade;Incertae Sedis
ASV.15462	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Formosa
ASV.15463	Bacteria;Pseudomonadota;Gammaproteobacteria;Beggiatoales;Leucotrichaceae;Incertae Sedis
ASV.15464	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;Seongchinamella;marine gamma proteobacterium HTCC2148
ASV.15465	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Incertae Sedis;uncultured bacterium
ASV.15466	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Halieaceae;OM60(NOR5) clade;uncultured bacterium
ASV.15467	Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;OM182 clade;Incertae Sedis
ASV.15469	Bacteria;Verrucomicrobiota;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera
ASV.1547	Bacteria;Bacillota;Dethiobacteria;Dethiobacterales;Dethiobacteraceae;Incertae Sedis;uncultured low G+C Gram-positive bacterium
ASV.15472	Bacteria;Planctomycetota;BD7-11;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15473	Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;uncultured planctomycete
ASV.15474	Bacteria;Acidobacteriota;Subgroup 22;Incertae Sedis;Incertae Sedis;Incertae Sedis;uncultured bacterium
ASV.15475	Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
ASV.15476	Bacteria;Gemmatimonadota;BD2-11 terrestrial group;Incertae Sedis;Incertae Sedis;Incertae Sedis
ASV.15477	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae
ASV.15478	Bacteria;Pseudomonadota;Gammaproteobacteria
ASV.15479	Bacteria;Pseudomonadota;Gammaproteobacteria;HOC36;Incertae Sedis;Incertae Sedis
