accession	species	domain	phylum	class	order	family	genus	taxonomy	methanotrophy.value	methanogenesis.value	methanogenesis_by_disproportionation_of_methyl_groups.value	acetoclastic_methanogenesis.value	methanogenesis_using_formate.value	methanogenesis_by_CO2_reduction_with_H2.value	methanogenesis_by_reduction_of_methyl_compounds_with_H2.value	hydrogenotrophic_methanogenesis.value	methanol_oxidation.value	methylotrophy.value	aerobic_ammonia_oxidation.value	aerobic_nitrite_oxidation.value	nitrification.value	sulfate_respiration.value	sulfur_respiration.value	dark_sulfite_oxidation.value	sulfite_respiration.value	thiosulfate_respiration.value	respiration_of_sulfur_compounds.value	arsenate_detoxification.value	arsenate_respiration.value	dissimilatory_arsenate_reduction.value	arsenite_oxidation_detoxification.value	arsenite_oxidation_energy_yielding.value	dissimilatory_arsenite_oxidation.value	anammox.value	nitrate_denitrification.value	nitrite_denitrification.value	nitrous_oxide_denitrification.value	chitinolysis.value	knallgas_bacteria.value	dark_hydrogen_oxidation.value	nitrogen_fixation.value	nitrate_ammonification.value	nitrite_ammonification.value	nitrite_respiration.value	gelatin_degradation.value	cellulolysis.value	xylanolysis.value	dark_sulfide_oxidation.value	dark_sulfur_oxidation.value	dark_thiosulfate_oxidation.value	dark_oxidation_of_sulfur_compounds.value	manganese_oxidation.value	manganese_respiration.value	ligninolysis.value	fermentation.value	lactic_acid_fermentation.value	alcohol_fermentation.value	aerobic_chemoheterotrophy.value	invertebrate_parasites.value	human_pathogens_septicemia.value	human_pathogens_pneumonia.value	human_pathogens_nosocomia.value	human_pathogens_meningitis.value	human_pathogens_gastroenteritis.value	human_pathogens_diarrhea.value	human_pathogens_all.value	fish_parasites.value	human_gut.value	human_associated.value	mammal_gut.value	animal_parasites_or_symbionts.value	plant_pathogen.value	oil_bioremediation.value	aromatic_hydrocarbon_degradation.value	aromatic_compound_degradation.value	aliphatic_non_methane_hydrocarbon_degradation.value	hydrocarbon_degradation.value	dark_iron_oxidation.value	iron_oxidation.value	iron_respiration.value	nitrate_respiration.value	nitrate_reduction.value	nitrogen_respiration.value	fumarate_respiration.value	intracellular_parasites.value	chlorate_reducers.value	predatory_or_exoparasitic.value	anoxygenic_photoautotrophy_H2_oxidizing.value	anoxygenic_photoautotrophy_S_oxidizing.value	anoxygenic_photoautotrophy_Fe_oxidizing.value	anoxygenic_photoautotrophy.value	oxygenic_photoautotrophy.value	photoautotrophy.value	aerobic_anoxygenic_phototrophy.value	photoheterotrophy.value	phototrophy.value	plastic_degradation.value	ureolysis.value	reductive_acetogenesis.value	acetate_oxidation.value	lactate_oxidation.value	chemoheterotrophy.value	alginate_degradation.value	pectin_degradation.value	collagen_degradation.value	anaerobic_chemoheterotrophy.value	obligate_anaerobes.value	facultative_anaerobes.value	sulfur_reduction.value
AY538167.1.1411	Acholeplasma_hippikon	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma hippikon	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
LS483439.1203924.1205415	Acholeplasma_laidlawii	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma laidlawii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
M23933.1.1472	Acholeplasma_modicum	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma modicum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
AY538168.1.1427	Acholeplasma_morum	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma morum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
FJ595100.1.2257	Acholeplasma_multilocale	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mesoplasma	Bacteria;Bacillota;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mesoplasma;Acholeplasma multilocale	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	P	A	P	U
LK028559.1490042.1491555	Acholeplasma_oculi	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma oculi	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
FO681347.1462889.1464391	Acholeplasma_palmae	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma palmae	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
AY538170.1.1426	Acholeplasma_parvum	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma parvum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
AY257485.1.1457	Acholeplasma_pleciae	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma pleciae	""	A	A	A	A	A	A	A	U	U	U	A	A	U	U	U	U	U	U	U	U	U	U	A	U	A	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	A	U	A	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	A	A	A	A	U	A	U	U	U	P	U	U	U	P	A	P	U
AF031479.1.1517	Acholeplasma_vituli	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma vituli	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	A	U	U	U	P	U	U	U	U	A	P	U
AJ278451.1.1523	Achromobacter_denitrificans	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter denitrificans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	P	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U
KU240048.1.1441	Achromobacter_piechaudii	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter piechaudii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	U	U
AB010840.1.1318	Achromobacter_ruhlandii	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter ruhlandii	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	U	U
JN381516.1.1441	Achromobacter_xylosoxidans	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	P	U	P	P	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	P	U	U	P	U	P	U	P	P	P	U	P	U	U	U	P	P	P	U	U	U	U	U	U	U	U	A	U	U	U	U	P	U	U	U	U	P	U	U	U	U	A	U	U
X65935.1.1488	Acidaminococcus_fermentans	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus fermentans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	A	U	U	U	U	U	U	U	U	U	P	P	P	P	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	P	U	U	U	P	A	P	U
X90484.1.1422	Acidianus_ambivalens	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus ambivalens	U	U	U	U	U	U	U	U	A	A	U	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	P	P	U	P	U	U	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	A	A	A	U	U	U	A	A	P	P
U38359.1.1426	Acidianus_brierleyi	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus brierleyi	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	P	P	U	P	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	P	A	P	P
X89852.1.1428	Acidianus_infernus	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus infernus	A	U	A	A	A	U	U	U	U	A	U	U	U	U	P	U	U	U	P	U	U	U	U	U	U	U	U	U	U	A	P	P	U	U	U	U	U	A	A	U	P	U	P	U	U	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	A	A	P	P
EU563854.1.1512	Acidianus_manzaensis	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus manzaensis	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	U	U	U	U	U	U	U	U	U	U	A	A	U	U	U	P	U	U	U	A	U	U	U	P	P	U	P	U	A	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	A	U	U	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	P	A	P	P
AJ459800.1.1329	Acidiferrobacter_thiooxydans	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Acidiferrobacter	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Acidiferrobacter;Acidiferrobacter thiooxydans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	P	P	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	P	U
KM527210.1.1391	Acidiphilium_acidophilum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium acidophilum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	P	P	P	U	U	U	U	U	P	U	U	U	U	A	U	U
KC924944.1.1343	Acidiphilium_angustum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium angustum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	P	P	P	U	U	U	U	U	U	U	U	U	U	U	U	U
Y18445.1.1337	Acidiphilium_cryptum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium cryptum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	A	U	P	P	P	U	U	U	U	U	P	U	U	U	U	A	U	U
AB006711.1.1451	Acidiphilium_multivorum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium multivorum	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	P	U	P	U	U	U	A	A	A	A	U	U	U	U	A	A	A	A	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	P	A	A	U	U	U	U	U	U	U	A	U	P	P	P	U	P	A	U	U	P	U	U	U	U	A	A	U
D30775.1.1413	Acidiphilium_organovorum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium organovorum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	P	P	P	U	P	U	U	U	P	U	U	U	U	A	U	U
D30776.1.1413	Acidiphilium_rubrum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidiphilium;Acidiphilium rubrum	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	U	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	U	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	A	A	A	A	A	A	P	P	P	U	U	A	U	U	P	U	U	U	U	A	A	U
AM943980.1.1341	Acidiplasma_aeolicum	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmataceae	Acidiplasma	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Ferroplasmataceae;Acidiplasma;Acidiplasma aeolicum	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	P	U
KF241161.1.1453	Acidisoma_sibiricum	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;Acidisoma sibiricum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	U	U	P	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	A	A	A	U
D86512.1.1451	Acidisphaera_rubrifaciens	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisphaera;Acidisphaera rubrifaciens	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	U	U	A	U	U	U	U	U	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	A	U	U	U	A	A	A	A	A	A	P	P	P	U	U	U	U	U	P	U	U	U	U	A	U	U
AB517669.1.1483	Aciditerrimonas_ferrireducens	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Aciditerrimonas	Bacteria;Actinomycetota;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Aciditerrimonas;Aciditerrimonas ferrireducens	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	U	A	P	U
FJ032187.1.1443	Acidithiobacillus_albertensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus albertensis	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U
X72851.1.1338	Acidithiobacillus_caldus	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus caldus	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	P	U	A	A	A	U	U	U	U	U	P	P	U	A	U	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	A	U	U	A	U	U	U	A	A	A	U
LT841305.2329081.2330604	Acidithiobacillus_ferrivorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferrivorans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	A	U	U	U
AJ278719.1.1408	Acidithiobacillus_ferrooxidans	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferrooxidans	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	U	U	U	U	U	U	U	U	P	P	P	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	P	P	U	U	U	U	U	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	A	U	U	U	A	U	U	U
FJ154523.1.1384	Acidithiobacillus_thiooxidans	Bacteria	Pseudomonadota	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Bacteria;Pseudomonadota;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus thiooxidans	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	U	U	U	U	P	P	P	U	A	U	A	A	A	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	A	U	U	U	U	U	U	A	A	A	U
D26171.1.1422	Acidobacterium_capsulatum	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Acidobacterium	Bacteria;Acidobacteriota;Acidobacteriae;Terriglobales;Acidobacteriaceae (Subgroup 1);Acidobacterium;Acidobacterium capsulatum	U	A	A	A	A	A	A	A	U	U	U	U	U	U	U	U	A	A	A	U	A	U	U	U	U	A	A	A	A	U	U	U	U	A	A	A	U	P	P	U	U	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	U	A	A	U	U	U	U	U	U	U	A	U	U	U	U	U	U	U	U	U	P	U	U	U	A	A	A	U
D30771.1.1406	Acidocella_aminolytica	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	Bacteria;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidocella;Acidocella aminolytica	U	A	A	A	A	A	A	A	U	U	U	U	U	A	A	U	A	A	A	U	A	U	U	U	U	U	A	A	U	U	U	U	U	U	U	A	U	U	U	U	A	U	U	U	A	U	A	A	A	P	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	U	A	A	A	A	U	A	A	U	U	U	A	A	A	A	A	A	A	A	A	U	U	U	U	U	P	U	U	U	U	A	U	U
